transaction_ref,customer_ref,customer_name,customer_success_rate,amount,payment_method,failure_code,retry_count,predicted_recovery_probability,recommended_action,actual_outcome,amount_recovered,timestamp
SIM-TXN-02106,CUST-0407,Aditya More,75.54,9082.81,WALLET,BANK_ERROR,1,65.0,NOTIFY,FAILED,0.0,2026-08-12 12:27:33.043570
SIM-TXN-02107,CUST-0165,Rohan Deshmukh,45.19,1187.38,WALLET,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 00:57:33.043570
SIM-TXN-02108,CUST-0440,Ananya Kulkarni,71.97,4067.21,UPI,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-05 07:37:33.043570
SIM-TXN-02109,CUST-0193,Amit Joshi,90.81,1876.39,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1876.39,2026-08-07 07:39:33.043570
SIM-TXN-02110,CUST-0086,Neha Shah,82.79,3954.26,UPI,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-24 07:50:33.043570
SIM-TXN-02111,CUST-0088,Pooja Jadhav,68.22,1579.26,WALLET,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-26 16:31:33.043570
SIM-TXN-02112,CUST-0215,Rohan Deshmukh,80.9,2142.58,NETBANKING,BANK_ERROR,0,75.0,RETRY,SUCCESS,2142.58,2026-08-15 04:20:33.043570
SIM-TXN-02113,CUST-0369,Kunal Patil,97.68,2521.82,NETBANKING,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 11:05:33.043570
SIM-TXN-02114,CUST-0315,Rohan Deshmukh,54.34,1094.72,CARD,UNKNOWN,0,30.0,ESCALATE,SUCCESS,1094.72,2026-08-11 02:17:33.043570
SIM-TXN-02115,CUST-0412,Priya Patil,96.36,4414.54,NETBANKING,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-29 07:15:33.043570
SIM-TXN-02116,CUST-0129,Kunal Patil,70.27,1618.78,CARD,BANK_ERROR,1,65.0,NOTIFY,FAILED,0.0,2026-08-07 22:47:33.043570
SIM-TXN-02117,CUST-0085,Rohan Deshmukh,85.03,2032.7,WALLET,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,2032.7,2026-08-09 22:43:33.043570
SIM-TXN-02118,CUST-0077,Aditya More,91.53,1101.6,UPI,BANK_ERROR,1,70.0,RETRY,SUCCESS,1101.6,2026-08-10 20:37:33.043570
SIM-TXN-02119,CUST-0356,Neha Shah,96.64,314.23,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,314.23,2026-08-30 05:36:33.043570
SIM-TXN-02120,CUST-0240,Ananya Kulkarni,69.62,2094.73,UPI,AUTH_FAILED,1,42.0,ESCALATE,FAILED,0.0,2026-08-12 01:51:33.043570
SIM-TXN-02121,CUST-0177,Aditya More,63.74,16816.11,CARD,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,16816.11,2026-08-21 04:27:33.043570
SIM-TXN-02122,CUST-0300,Ananya Kulkarni,75.67,4571.9,NETBANKING,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-20 03:26:33.043570
SIM-TXN-02123,CUST-0479,Kunal Patil,97.86,2403.28,CARD,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,2403.28,2026-08-06 11:26:33.043570
SIM-TXN-02124,CUST-0375,Rohan Deshmukh,97.47,1977.7,CARD,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1977.7,2026-08-07 13:21:33.043570
SIM-TXN-02125,CUST-0409,Kunal Patil,93.55,2484.86,WALLET,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-28 17:46:33.043570
SIM-TXN-02126,CUST-0310,Ananya Kulkarni,45.67,3780.82,WALLET,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,3780.82,2026-08-12 08:11:33.043570
SIM-TXN-02127,CUST-0111,Rahul Sharma,67.36,948.94,CARD,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,948.94,2026-08-01 19:14:33.043570
SIM-TXN-02128,CUST-0166,Neha Shah,78.77,5951.85,UPI,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,5951.85,2026-08-21 19:13:33.043570
SIM-TXN-02129,CUST-0218,Pooja Jadhav,61.11,4325.6,NETBANKING,AUTH_FAILED,1,42.0,ESCALATE,FAILED,0.0,2026-08-07 03:05:33.043570
SIM-TXN-02130,CUST-0124,Sneha Kulkarni,53.2,4335.31,WALLET,AUTH_FAILED,1,37.0,ESCALATE,FAILED,0.0,2026-08-17 22:42:33.043570
SIM-TXN-02131,CUST-0160,Ananya Kulkarni,55.79,3466.08,NETBANKING,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 08:22:33.043570
SIM-TXN-02132,CUST-0453,Amit Joshi,90.86,2479.21,CARD,AUTH_FAILED,0,52.0,NOTIFY,FAILED,0.0,2026-08-14 10:19:33.043570
SIM-TXN-02133,CUST-0365,Rohan Deshmukh,66.24,4180.93,WALLET,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-21 21:21:33.043570
SIM-TXN-02134,CUST-0251,Rahul Sharma,85.59,3918.45,NETBANKING,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-07 06:18:33.043570
SIM-TXN-02135,CUST-0286,Neha Shah,69.93,1838.61,NETBANKING,UNKNOWN,0,35.0,ESCALATE,SUCCESS,1838.61,2026-08-18 10:23:33.043570
SIM-TXN-02136,CUST-0438,Pooja Jadhav,79.33,1542.44,NETBANKING,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-21 02:10:33.043570
SIM-TXN-02137,CUST-0110,Ananya Kulkarni,73.42,2647.8,CARD,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,2647.8,2026-08-02 06:37:33.043570
SIM-TXN-02138,CUST-0101,Rahul Sharma,86.58,8427.17,CARD,BANK_ERROR,0,75.0,RETRY,SUCCESS,8427.17,2026-08-16 17:43:33.043570
SIM-TXN-02139,CUST-0049,Kunal Patil,66.17,905.71,NETBANKING,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-02 09:09:33.043570
SIM-TXN-02140,CUST-0311,Rahul Sharma,88.58,754.44,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 13:52:33.043570
SIM-TXN-02141,CUST-0204,Sneha Kulkarni,82.57,2784.46,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,2784.46,2026-08-27 19:56:33.043570
SIM-TXN-02142,CUST-0422,Priya Patil,90.84,2542.01,WALLET,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 13:32:33.043570
SIM-TXN-02143,CUST-0233,Amit Joshi,69.14,2803.64,WALLET,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-31 06:15:33.043570
SIM-TXN-02144,CUST-0385,Rohan Deshmukh,57.27,2966.57,UPI,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,2966.57,2026-08-29 16:26:33.043570
SIM-TXN-02145,CUST-0458,Pooja Jadhav,75.31,2041.5,CARD,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,SUCCESS,2041.5,2026-08-07 05:24:33.043570
SIM-TXN-02146,CUST-0029,Kunal Patil,53.62,8037.64,UPI,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,8037.64,2026-08-26 13:15:33.043570
SIM-TXN-02147,CUST-0143,Amit Joshi,69.23,678.09,CARD,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-29 17:37:33.043570
SIM-TXN-02148,CUST-0378,Pooja Jadhav,95.22,1257.9,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-09 11:47:33.043570
SIM-TXN-02149,CUST-0464,Sneha Kulkarni,51.69,2247.1,NETBANKING,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-02 10:26:33.043570
SIM-TXN-02150,CUST-0482,Priya Patil,68.51,655.53,WALLET,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 14:07:33.043570
SIM-TXN-02151,CUST-0034,Sneha Kulkarni,53.66,2120.31,CARD,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 22:12:33.043570
SIM-TXN-02152,CUST-0043,Amit Joshi,56.27,9220.42,UPI,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,9220.42,2026-08-24 19:04:33.043570
SIM-TXN-02153,CUST-0210,Ananya Kulkarni,83.15,2481.73,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,2481.73,2026-08-17 18:00:33.043570
SIM-TXN-02154,CUST-0061,Rahul Sharma,84.8,2935.29,UPI,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 20:41:33.043570
SIM-TXN-02155,CUST-0046,Neha Shah,58.07,890.58,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,890.58,2026-08-10 05:45:33.043570
SIM-TXN-02156,CUST-0163,Amit Joshi,49.89,1490.57,UPI,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-11 16:33:33.043570
SIM-TXN-02157,CUST-0327,Aditya More,70.84,1807.76,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 00:27:33.043570
SIM-TXN-02158,CUST-0158,Pooja Jadhav,59.43,1892.83,CARD,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-07 19:56:33.043570
SIM-TXN-02159,CUST-0159,Kunal Patil,56.16,6804.33,NETBANKING,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,6804.33,2026-08-27 12:08:33.043570
SIM-TXN-02160,CUST-0162,Priya Patil,70.89,3812.93,CARD,BANK_ERROR,1,65.0,NOTIFY,FAILED,0.0,2026-08-09 20:25:33.043570
SIM-TXN-02161,CUST-0152,Priya Patil,77.42,1003.08,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,1003.08,2026-08-17 22:53:33.043570
SIM-TXN-02162,CUST-0297,Aditya More,77.11,2972.63,WALLET,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-09 13:10:33.043570
SIM-TXN-02163,CUST-0019,Kunal Patil,51.62,3635.77,WALLET,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-11 09:03:33.043570
SIM-TXN-02164,CUST-0360,Ananya Kulkarni,75.43,6076.11,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,6076.11,2026-08-24 17:12:33.043570
SIM-TXN-02165,CUST-0283,Amit Joshi,85.35,8642.37,NETBANKING,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-11 09:07:33.043570
SIM-TXN-02166,CUST-0133,Amit Joshi,80.79,1083.47,NETBANKING,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-25 07:42:33.043570
SIM-TXN-02167,CUST-0338,Pooja Jadhav,66.43,1275.78,WALLET,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-16 11:45:33.043570
SIM-TXN-02168,CUST-0191,Rahul Sharma,56.81,892.42,UPI,AUTH_FAILED,1,37.0,ESCALATE,FAILED,0.0,2026-08-30 10:31:33.043570
SIM-TXN-02169,CUST-0184,Sneha Kulkarni,86.47,2023.91,UPI,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-17 00:33:33.043570
SIM-TXN-02170,CUST-0173,Amit Joshi,67.78,3544.27,UPI,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-15 17:30:33.043570
SIM-TXN-02171,CUST-0084,Sneha Kulkarni,96.11,5376.9,CARD,BANK_ERROR,0,75.0,RETRY,SUCCESS,5376.9,2026-08-29 20:28:33.043570
SIM-TXN-02172,CUST-0234,Sneha Kulkarni,75.51,2296.72,WALLET,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 23:08:33.043570
SIM-TXN-02173,CUST-0243,Amit Joshi,80.38,1889.6,NETBANKING,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 18:37:33.043570
SIM-TXN-02174,CUST-0308,Pooja Jadhav,73.24,2755.64,WALLET,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,2755.64,2026-08-12 10:53:33.043570
SIM-TXN-02175,CUST-0391,Rahul Sharma,56.91,1251.23,UPI,UNKNOWN,1,25.0,ESCALATE,FAILED,0.0,2026-08-14 01:10:33.043570
SIM-TXN-02176,CUST-0489,Kunal Patil,54.01,12986.05,UPI,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-15 11:16:33.043570
SIM-TXN-02177,CUST-0454,Sneha Kulkarni,73.54,674.43,CARD,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 03:23:33.043570
SIM-TXN-02178,CUST-0067,Aditya More,91.14,2829.32,UPI,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,2829.32,2026-08-08 05:28:33.043570
SIM-TXN-02179,CUST-0411,Rahul Sharma,78.64,12318.84,WALLET,BANK_ERROR,0,70.0,RETRY,SUCCESS,12318.84,2026-08-31 18:20:33.043570
SIM-TXN-02180,CUST-0076,Neha Shah,57.69,2453.91,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2453.91,2026-08-10 04:35:33.043570
SIM-TXN-02181,CUST-0121,Rahul Sharma,59.06,2096.38,WALLET,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-08 19:19:33.043570
SIM-TXN-02182,CUST-0351,Rahul Sharma,76.63,1833.61,NETBANKING,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-17 11:29:33.043570
SIM-TXN-02183,CUST-0052,Priya Patil,85.06,2112.63,WALLET,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-11 11:03:33.043570
SIM-TXN-02184,CUST-0468,Pooja Jadhav,45.81,7319.36,WALLET,BANK_ERROR,1,60.0,NOTIFY,FAILED,0.0,2026-08-06 03:37:33.043570
SIM-TXN-02185,CUST-0199,Kunal Patil,47.03,415.93,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,415.93,2026-08-14 16:17:33.043570
SIM-TXN-02186,CUST-0420,Ananya Kulkarni,61.67,8322.74,WALLET,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 17:09:33.043570
SIM-TXN-02187,CUST-0274,Sneha Kulkarni,83.38,781.2,WALLET,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-28 11:30:33.043570
SIM-TXN-02188,CUST-0014,Sneha Kulkarni,95.73,1971.75,CARD,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1971.75,2026-08-17 06:10:33.043570
SIM-TXN-02189,CUST-0257,Aditya More,52.33,1731.26,WALLET,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-08 01:47:33.043570
SIM-TXN-02190,CUST-0256,Neha Shah,92.33,3908.24,CARD,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,3908.24,2026-08-17 05:53:33.043570
SIM-TXN-02191,CUST-0197,Aditya More,51.11,679.6,WALLET,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,679.6,2026-08-19 09:28:33.043570
SIM-TXN-02192,CUST-0346,Neha Shah,61.72,3532.42,UPI,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-20 23:36:33.043570
SIM-TXN-02193,CUST-0092,Priya Patil,57.2,12325.77,UPI,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,12325.77,2026-08-17 13:12:33.043570
SIM-TXN-02194,CUST-0352,Priya Patil,89.13,820.13,WALLET,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,820.13,2026-08-07 15:35:33.043570
SIM-TXN-02195,CUST-0295,Rohan Deshmukh,69.65,2840.58,WALLET,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-20 01:44:33.043570
SIM-TXN-02196,CUST-0217,Aditya More,66.52,1437.15,NETBANKING,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,SUCCESS,1437.15,2026-08-30 15:35:33.043570
SIM-TXN-02197,CUST-0060,Ananya Kulkarni,81.13,3431.35,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 18:11:33.043570
SIM-TXN-02198,CUST-0400,Ananya Kulkarni,68.2,2478.28,NETBANKING,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 09:29:33.043570
SIM-TXN-02199,CUST-0058,Pooja Jadhav,90.62,1460.9,WALLET,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 05:49:33.043570
SIM-TXN-02200,CUST-0446,Neha Shah,90.79,3605.8,CARD,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,3605.8,2026-08-28 15:34:33.043570
SIM-TXN-02201,CUST-0133,Amit Joshi,80.79,10336.93,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,10336.93,2026-08-14 14:40:33.043570
SIM-TXN-02202,CUST-0021,Rahul Sharma,88.96,2094.93,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,2094.93,2026-08-29 01:35:33.043570
SIM-TXN-02203,CUST-0352,Priya Patil,89.13,4340.77,WALLET,BANK_ERROR,1,70.0,RETRY,SUCCESS,4340.77,2026-08-02 20:40:33.043570
SIM-TXN-02204,CUST-0278,Pooja Jadhav,49.45,867.3,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,867.3,2026-08-22 02:57:33.043570
SIM-TXN-02205,CUST-0167,Aditya More,53.56,1135.53,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 20:57:33.043570
SIM-TXN-02206,CUST-0183,Amit Joshi,54.51,3561.46,WALLET,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,3561.46,2026-08-26 03:18:33.043570
SIM-TXN-02207,CUST-0049,Kunal Patil,66.17,8000.77,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-24 05:56:33.043570
SIM-TXN-02208,CUST-0221,Rahul Sharma,69.64,3243.77,NETBANKING,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-12 21:35:33.043570
SIM-TXN-02209,CUST-0471,Rahul Sharma,62.94,1899.89,WALLET,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,SUCCESS,1899.89,2026-08-18 18:09:33.043570
SIM-TXN-02210,CUST-0020,Ananya Kulkarni,49.18,2439.22,UPI,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2439.22,2026-08-05 08:59:33.043570
SIM-TXN-02211,CUST-0173,Amit Joshi,67.78,897.55,NETBANKING,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-10 03:52:33.043570
SIM-TXN-02212,CUST-0487,Aditya More,73.15,3958.47,UPI,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-10 12:17:33.043570
SIM-TXN-02213,CUST-0293,Amit Joshi,51.69,4943.69,NETBANKING,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 04:26:33.043570
SIM-TXN-02214,CUST-0277,Aditya More,76.37,1699.91,CARD,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 00:18:33.043570
SIM-TXN-02215,CUST-0192,Priya Patil,66.12,1675.67,CARD,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,1675.67,2026-08-10 05:48:33.043570
SIM-TXN-02216,CUST-0142,Priya Patil,51.94,3019.07,UPI,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 22:25:33.043570
SIM-TXN-02217,CUST-0466,Neha Shah,91.33,1720.94,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1720.94,2026-08-11 05:12:33.043570
SIM-TXN-02218,CUST-0010,Ananya Kulkarni,76.23,2314.84,CARD,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,SUCCESS,2314.84,2026-08-29 01:19:33.043570
SIM-TXN-02219,CUST-0405,Rohan Deshmukh,76.12,13092.27,NETBANKING,UNKNOWN,0,35.0,ESCALATE,SUCCESS,13092.27,2026-08-02 14:42:33.043570
SIM-TXN-02220,CUST-0364,Sneha Kulkarni,51.05,2002.96,UPI,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-14 21:21:33.043570
SIM-TXN-02221,CUST-0373,Amit Joshi,65.16,1832.3,WALLET,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-20 22:33:33.043570
SIM-TXN-02222,CUST-0326,Neha Shah,90.1,1453.84,WALLET,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-02 08:41:33.043570
SIM-TXN-02223,CUST-0176,Neha Shah,81.15,4426.45,NETBANKING,BANK_ERROR,1,70.0,RETRY,SUCCESS,4426.45,2026-08-24 11:58:33.043570
SIM-TXN-02224,CUST-0108,Pooja Jadhav,87.43,2111.22,CARD,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 13:01:33.043570
SIM-TXN-02225,CUST-0131,Rahul Sharma,49.25,1451.72,UPI,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 22:23:33.043570
SIM-TXN-02226,CUST-0288,Pooja Jadhav,56.88,7023.68,UPI,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-25 21:25:33.043570
SIM-TXN-02227,CUST-0190,Ananya Kulkarni,63.53,7598.32,NETBANKING,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,7598.32,2026-08-03 03:15:33.043570
SIM-TXN-02228,CUST-0080,Ananya Kulkarni,85.59,1509.69,CARD,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-17 19:02:33.043570
SIM-TXN-02229,CUST-0290,Ananya Kulkarni,84.97,548.27,UPI,BANK_ERROR,1,70.0,RETRY,SUCCESS,548.27,2026-08-24 03:00:33.043570
SIM-TXN-02230,CUST-0121,Rahul Sharma,59.06,5464.41,CARD,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,5464.41,2026-08-07 09:51:33.043570
SIM-TXN-02231,CUST-0050,Ananya Kulkarni,97.86,1411.34,CARD,BANK_ERROR,0,75.0,RETRY,SUCCESS,1411.34,2026-08-09 22:04:33.043570
SIM-TXN-02232,CUST-0443,Amit Joshi,69.21,4593.97,WALLET,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-20 09:10:33.043570
SIM-TXN-02233,CUST-0181,Rahul Sharma,90.82,504.68,WALLET,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-14 11:34:33.043570
SIM-TXN-02234,CUST-0164,Sneha Kulkarni,88.96,4984.45,UPI,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 14:30:33.043570
SIM-TXN-02235,CUST-0391,Rahul Sharma,56.91,926.17,WALLET,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-24 07:27:33.043570
SIM-TXN-02236,CUST-0388,Pooja Jadhav,93.97,4379.16,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-09 20:58:33.043570
SIM-TXN-02237,CUST-0205,Rohan Deshmukh,72.56,2468.63,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2468.63,2026-08-06 06:21:33.043570
SIM-TXN-02238,CUST-0197,Aditya More,51.11,1137.8,WALLET,AUTH_FAILED,1,37.0,ESCALATE,SUCCESS,1137.8,2026-08-30 18:06:33.043570
SIM-TXN-02239,CUST-0015,Rohan Deshmukh,50.42,1762.29,CARD,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 00:05:33.043570
SIM-TXN-02240,CUST-0258,Pooja Jadhav,65.3,4226.18,WALLET,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-13 03:58:33.043570
SIM-TXN-02241,CUST-0086,Neha Shah,82.79,2656.37,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 22:19:33.043570
SIM-TXN-02242,CUST-0488,Pooja Jadhav,81.14,3895.32,WALLET,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 01:28:33.043570
SIM-TXN-02243,CUST-0443,Amit Joshi,69.21,11862.68,CARD,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,11862.68,2026-08-12 16:21:33.043570
SIM-TXN-02244,CUST-0090,Ananya Kulkarni,56.91,698.27,CARD,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,698.27,2026-08-04 17:45:33.043570
SIM-TXN-02245,CUST-0458,Pooja Jadhav,75.31,8899.68,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,8899.68,2026-08-29 05:52:33.043570
SIM-TXN-02246,CUST-0228,Pooja Jadhav,80.66,2653.1,CARD,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-06 20:22:33.043570
SIM-TXN-02247,CUST-0412,Priya Patil,96.36,1189.12,NETBANKING,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,1189.12,2026-08-04 23:15:33.043570
SIM-TXN-02248,CUST-0004,Sneha Kulkarni,49.61,841.97,WALLET,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 04:33:33.043570
SIM-TXN-02249,CUST-0442,Priya Patil,96.95,2097.92,WALLET,BANK_ERROR,1,70.0,RETRY,FAILED,0.0,2026-08-26 05:53:33.043570
SIM-TXN-02250,CUST-0062,Priya Patil,50.91,5101.65,UPI,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-04 12:16:33.043570
SIM-TXN-02251,CUST-0150,Ananya Kulkarni,60.1,2203.85,UPI,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-25 01:43:33.043570
SIM-TXN-02252,CUST-0323,Amit Joshi,57.92,8175.72,WALLET,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,8175.72,2026-08-13 17:41:33.043570
SIM-TXN-02253,CUST-0389,Kunal Patil,76.26,764.38,UPI,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-09 11:30:33.043570
SIM-TXN-02254,CUST-0188,Pooja Jadhav,90.51,2417.11,NETBANKING,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-23 18:05:33.043570
SIM-TXN-02255,CUST-0108,Pooja Jadhav,87.43,896.13,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 03:52:33.043570
SIM-TXN-02256,CUST-0235,Rohan Deshmukh,71.2,3264.64,WALLET,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-17 09:00:33.043570
